0 -4.4617e-07 -0.0262353     -0.0527746 -0.000952243      -0.053995 -0.0338225
382 0.0942554 0.163049     13.7228 -34.8819      13.7378 -34.9126
383 0.0875857 0.165467     11.518 -34.7059      11.5346 -34.7341
384 0.0809395 0.167467     9.34179 -34.647      9.36171 -34.6743
385 0.074294 0.16904     7.00836 -34.682      7.03179 -34.7113
386 0.0676437 0.170138     4.37698 -34.6557      4.40195 -34.6894
387 0.0610217 0.170701     1.45057 -34.338      1.47331 -34.3769
388 0.0545029 0.170688     -1.58435 -33.5552      -1.56791 -33.5973
389 0.0481781 0.170105     -4.42802 -32.3419      -4.42007 -32.3819
390 0.0421043 0.169013     -6.85539 -31.0265      -6.85434 -31.058
391 0.0362508 0.167491     -8.96641 -30.1684      -8.96613 -30.1863
392 0.0304758 0.165549     -11.3867 -30.3051      -11.3777 -30.3086
393 0.0245667 0.163027     -15.2859 -31.5507      -15.2583 -31.5454
394 0.018363 0.159503     -22.1159 -33.1758      -22.0637 -33.1736
395 0.0119462 0.154293     -33.0611 -33.3555      -32.9862 -33.3718
396 0.00584804 0.146566     -48.3181 -29.2696      -48.2314 -29.3181
397 0.0011969 0.135601     -66.4291 -17.6546      -66.3499 -17.7421
398 -0.000282993 0.121146     -83.9492 4.23756      -83.8998 4.11586
399 0.00352053 0.103785     -95.6796 37.4891      -95.6786 37.3509
400 0.0146865 0.0852043     -95.5584 80.5156      -95.6133 80.3879
401 0.0346917 0.0682244     -78.0933 128.587      -78.1959 128.499
402 0.0638224 0.0565363     -40.0098 174.149      -40.1364 174.125
403 0.100733 0.0541319     18.3413 208.022      18.225 208.07
404 0.142304 0.0645255     92.2814 221.271      92.2116 221.381
405 0.183895 0.0899354     173.118 207.339      173.122 207.482
406 0.219982 0.130628     249.52 163.853      249.607 163.989
407 0.245072 0.184609     309.695 93.5996      309.853 93.6896
408 0.254698 0.247773     343.844 4.3326      344.044 4.34664
409 0.246257 0.314499     346.279 -92.6086      346.479 -92.6808
410 0.219491 0.378573     316.628 -184.541      316.787 -184.687
411 0.176506 0.434231     259.826 -259.983      259.915 -260.174
412 0.121311 0.477078     184.904 -310.858      184.914 -311.054
413 0.0590279 0.504686     102.923 -333.809      102.864 -333.973
414 -0.00505592 0.516759     24.6188 -330.356      24.5184 -330.462
415 -0.0663456 0.514862     -41.6254 -305.943      -41.7331 -305.984
416 -0.121538 0.501834     -91.0147 -268.241      -91.099 -268.227
417 -0.168861 0.481065     -122.571 -225.214      -122.612 -225.167
418 -0.207966 0.455811     -138.45 -183.485      -138.445 -183.433
419 -0.23956 0.428708     -142.692 -147.371      -142.649 -147.334
420 -0.264936 0.401549     -139.832 -118.685      -139.768 -118.677
421 -0.285523 0.375299     -133.787 -97.2067      -133.722 -97.2263
422 -0.302578 0.350287     -127.253 -81.4893      -127.198 -81.5287
423 -0.317026 0.326452     -121.618 -69.6918      -121.577 -69.7396
424 -0.329454 0.303572     -117.251 -60.1672      -117.221 -60.2143
425 -0.340173 0.281423     -113.918 -51.7209      -113.893 -51.7642
426 -0.349313 0.259853     -111.116 -43.6044      -111.091 -43.6461
427 -0.356894 0.238818     -108.22 -35.4097      -108.195 -35.4547
428 -0.362885 0.218405     -104.498 -27.0284      -104.477 -27.0797
429 -0.367271 0.19885     -99.1085 -18.7484      -99.1002 -18.8036
430 -0.370143 0.18055     -91.261 -11.4335      -91.2696 -11.4838
431 -0.371821 0.164024     -80.5685 -6.62639      -80.5919 -6.65944
432 -0.372977 0.149787     -67.5452 -6.39511      -67.5728 -6.40031
433 -0.374691 0.138137     -54.037 -12.8195      -54.0511 -12.7937
434 -0.378382 0.128875     -43.3313 -27.1697      -43.313 -27.1212
435 -0.385564 0.121064     -39.7503 -48.9988      -39.6866 -48.947
436 -0.397445 0.112908     -47.6905 -75.4834      -47.581 -75.4544
437 -0.414453 0.101865     -70.2865 -101.34      -70.1457 -101.359
438 -0.435814 0.0850196     -108.063 -119.512      -107.919 -119.593
439 -0.459336 0.0596818     -158.024 -122.579      -157.909 -122.72
440 -0.481511 0.0240899     -213.554 -104.6      -213.498 -104.782
441 -0.497978 -0.0219642     -265.309 -62.8905      -265.329 -63.0788
442 -0.504273 -0.0767677     -302.978 0.785133      -303.069 0.628677
443 -0.496721 -0.13671     -317.506 80.0202      -317.646 79.9282
444 -0.473255 -0.196738     -303.224 164.712      -303.377 164.701
445 -0.433959 -0.251154     -259.294 242.966      -259.419 243.032
446 -0.381182 -0.294604     -190.069 303.496      -190.132 303.616
447 -0.319193 -0.32301     -104.257 337.913      -104.242 338.052
448 -0.25346 -0.334248     -13.1139 342.326      -13.0242 342.444
449 -0.189712 -0.328414     71.8617 317.874      72.0049 317.941
450 -0.133016 -0.307657     141.137 270.12      141.301 270.12
451 -0.0870597 -0.275632     188.727 207.542      188.879 207.478
452 -0.0537793 -0.236743     212.83 139.561      212.945 139.45
453 -0.0333659 -0.195355     215.483 74.6528      215.547 74.5214
454 -0.0245915 -0.15516     201.443 18.9599      201.459 18.834
455 -0.0253307 -0.118788     176.703 -24.3266      176.684 -24.4277
456 -0.0331245 -0.0877209     147.054 -54.8192      147.017 -54.8862
457 -0.0456553 -0.0624356     117.027 -74.2057      116.992 -74.2401
458 -0.0610503 -0.0427058     89.4017 -85.2479      89.3826 -85.259
459 -0.0779921 -0.0279416     65.2513 -90.8183      65.2532 -90.8188
460 -0.0956662 -0.0174795     44.3817 -93.2054      44.4033 -93.2072
461 -0.113612 -0.0107666     25.9496 -93.7934      25.9847 -93.805
462 -0.131547 -0.00742725     9.04415 -93.098      9.08424 -93.1226
463 -0.149226 -0.00723304     -6.9148 -91.0495      -6.87764 -91.0859
464 -0.166362 -0.010021     -22.0265 -87.3803      -21.9979 -87.4237
465 -0.182629 -0.0156056     -35.9953 -81.9741      -35.9773 -82.018
466 -0.197707 -0.0237256     -48.3818 -75.0764      -48.3729 -75.114
467 -0.211366 -0.0340461     -58.919 -67.308      -58.9141 -67.3344
468 -0.223514 -0.0462193     -67.7807 -59.4828      -67.7725 -59.4959
469 -0.234211 -0.0599841     -75.7028 -52.2739      -75.6831 -52.2763
470 -0.243601 -0.0752686     -83.8847 -45.8273      -83.8472 -45.826
471 -0.251781 -0.0922504     -93.6513 -39.4483      -93.5937 -39.4541
472 -0.258622 -0.111333     -105.927 -31.4995      -105.853 -31.5241
473 -0.263608 -0.133014     -120.646 -19.6154      -120.568 -19.668
474 -0.265738 -0.157644     -136.297 -1.26489      -136.23 -1.34809
475 -0.263576 -0.185133     -149.782 25.4197      -149.742 25.3126
476 -0.255461 -0.214665     -156.756 60.7413      -156.757 60.6263
477 -0.239881 -0.244537     -152.469 102.737      -152.514 102.637
478 -0.215941 -0.272186     -132.973 146.957      -133.052 146.894
479 -0.183807 -0.294472     -96.4107 186.9      -96.5028 186.89
480 -0.145007 -0.308183     -44.0251 215.124      -44.1015 215.171
481 -0.102467 -0.310676     19.4684 224.829      19.4356 224.922
482 -0.0602187 -0.300518     86.3477 211.538      86.3774 211.649
483 -0.0228231 -0.277948     147.173 174.417      147.27 174.515
484 0.00540147 -0.245038     192.639 116.849      192.789 116.902
485 0.0211666 -0.205476     215.534 46.0329      215.709 46.0213
486 0.022834 -0.164006     212.308 -28.331      212.474 -28.4119
487 0.0107168 -0.125629     183.829 -95.9684      183.955 -96.1051
488 -0.0130088 -0.0947698     135.131 -148.076      135.196 -148.242
489 -0.0447551 -0.0745748     74.2211 -178.976      74.2227 -179.138
490 -0.0802213 -0.0665053     10.3067 -186.973      10.2564 -187.103
491 -0.115165 -0.0702936     -48.1111 -174.265      -48.1894 -174.345
492 -0.146072 -0.0842358     -94.7748 -145.994      -94.8535 -146.021
493 -0.170581 -0.105717     -126.508 -108.781      -126.564 -108.766
494 -0.187621 -0.131817     -143.237 -69.1551      -143.256 -69.117
495 -0.197259 -0.159853     -147.313 -32.3031      -147.293 -32.2633
496 -0.200367 -0.187741     -142.427 -1.37916      -142.378 -1.35481
497 -0.198218 -0.214143     -132.482 22.552      -132.416 22.552
498 -0.192118 -0.238418     -120.698 40.0674      -120.632 40.0431
499 -0.183163 -0.260434     -109.157 52.6718      -109.101 52.6298
500 -0.172126 -0.280344     -98.7678 62.0783      -98.7259 62.0283
501 -0.159477 -0.298381     -89.5506 69.6834      -89.5219 69.6342
502 -0.14547 -0.314732     -81.0636 76.3241      -81.0433 76.2812
503 -0.130254 -0.329484     -72.794 82.296      -72.7762 82.261
504 -0.113958 -0.342643     -64.4095 87.5363      -64.3898 87.5074
505 -0.0967427 -0.354175     -55.8399 91.8522      -55.8161 91.8263
506 -0.0788002 -0.364055     -47.225 95.1028      -47.1972 95.0768
507 -0.060338 -0.372297     -38.7975 97.2879      -38.7672 97.26
508 -0.041549 -0.378958     -30.7671 98.5481      -30.7361 98.5176
509 -0.02259 -0.384128     -23.2458 99.1067      -23.2155 99.074
510 -0.00357271 -0.387904     -16.2264 99.1949      -16.1977 99.161
511 0.0154308 -0.390375     -9.60407 98.9865      -9.57735 98.9523
512 0.034373 -0.391603     -3.22499 98.5579      -3.20019 98.5245
513 0.0532105 -0.391619     3.05398 97.8795      3.07739 97.8479
514 0.0718858 -0.390435     9.30657 96.8377      9.32978 96.8089
515 0.0903156 -0.388055     15.4953 95.2908      15.5201 95.2648
516 0.108393 -0.384507     21.4651 93.1473      21.4936 93.1231
517 0.126003 -0.379852     26.9915 90.4489      27.0249 90.4239
518 0.143059 -0.374194     31.8865 87.4178      31.9241 87.3883
519 0.15953 -0.367661     36.1402 84.4264      36.1789 84.3893
520 0.175462 -0.360354     40.0421 81.8631      40.0765 81.8175
521 0.190958 -0.352287     44.207 79.9065      44.231 79.8553
522 0.20612 -0.343334     49.4413 78.2757      49.4508 78.2258
523 0.220934 -0.33322     56.4318 76.0672      56.4275 76.0282
524 0.235157 -0.321581     65.3179 71.7975      65.3065 71.7784
525 0.248229 -0.308113     75.284 63.7278      75.2778 63.7332
526 0.259275 -0.292777     84.3542 50.4514      84.3679 50.4779
527 0.267238 -0.276015     89.5502 31.6108      89.596 31.6464
528 0.271145 -0.258894     87.4825 8.51532      87.565 8.54145
529 0.270455 -0.243096     75.2971 -15.5977      75.4095 -15.6014
530 0.265417 -0.230718     51.7498 -35.8542      51.8744 -35.9028
531 0.257305 -0.223868     18.0812 -46.6293      18.193 -46.7271
532 0.248442 -0.224146     -21.634 -42.8789      -21.5604 -43.0159
533 0.24195 -0.232122     -60.8775 -21.5884      -60.8596 -21.7417
534 0.241236 -0.246965     -91.82 17.0754      -91.8616 16.9357
535 0.249331 -0.266347     -106.972 69.2865      -107.061 69.189
536 0.2682 -0.28667     -100.941 127.965      -101.051 127.929
537 0.298235 -0.303624     -71.8228 184.027      -71.922 184.055
538 0.338031 -0.312919     -21.8288 228.191      -21.8878 228.27
539 0.384534 -0.311072     43.0292 252.879      43.0287 252.984
540 0.433526 -0.296028     114.122 253.736      114.183 253.836
541 0.480332 -0.267507     181.932 230.381      182.042 230.449
542 0.520579 -0.226993     237.862 186.263      238 186.284
543 0.550858 -0.177412     275.703 127.731      275.842 127.703
544 0.569145 -0.122579     292.424 62.634      292.544 62.565
545 0.574949 -0.0665767     288.235 -1.15771      288.326 -1.25069
546 0.569193 -0.0131739     266.038 -56.9425      266.098 -57.043
547 0.553909 0.0346076     230.545 -99.9096      230.579 -100.006
548 0.531848 0.0747484     187.349 -127.373      187.366 -127.46
549 0.506078 0.106324     142.17 -138.656      142.176 -138.733
550 0.479625 0.129476     100.337 -134.819      100.334 -134.89
551 0.455167 0.1453     66.4458 -118.394      66.4323 -118.457
552 0.434774 0.15568     44.0773 -93.1585      44.051 -93.21
553 0.419691 0.163064     35.4662 -63.9109      35.4291 -63.9427
554 0.410172 0.170172     41.1256 -36.1028      41.0854 -36.1071
555 0.40541 0.179628     59.5277 -15.2483      59.4978 -15.2217
556 0.403594 0.193563     87.0207 -6.10325      87.017 -6.05046
557 0.402149 0.213222     118.145 -11.752      118.18 -11.6867
558 0.398129 0.238689     146.407 -32.8387      146.485 -32.7807
559 0.388733 0.268792     165.426 -67.2025      165.54 -67.1725
560 0.37183 0.301244     170.199 -110.099      170.333 -110.112
561 0.346386 0.333019     158.171 -155.027      158.301 -155.087
562 0.312685 0.360887     129.796 -195.005      129.9 -195.106
563 0.272284 0.381988     88.4348 -223.981      88.4973 -224.104
564 0.227716 0.394331     39.5788 -238.009      39.5957 -238.131
565 0.182011 0.397092     -10.3675 -235.915      -10.3884 -236.016
566 0.138151 0.390652     -55.435 -219.282      -55.4773 -219.347
567 0.0985983 0.376404     -91.2116 -191.814      -91.2551 -191.841
568 0.0649779 0.356385     -115.476 -158.303      -115.503 -158.299
569 0.0379822 0.332836     -128.243 -123.498      -128.244 -123.477
570 0.0174725 0.307815     -131.292 -91.1867      -131.265 -91.1639
571 0.00272149 0.282929     -127.386 -63.6745      -127.337 -63.6628
572 -0.00729019 0.259226     -119.441 -41.7376      -119.38 -41.7438
573 -0.0136063 0.237236     -109.873 -24.9454      -109.811 -24.9695
574 -0.0171126 0.217103     -100.255 -12.1865      -100.201 -12.2235
575 -0.0184591 0.198753     -91.2982 -2.19937      -91.2544 -2.24204
576 -0.0180716 0.182047     -83.0639 6.04234      -83.0297 6.0006
577 -0.0162178 0.16687     -75.2815 13.1568      -75.2531 13.12
578 -0.0130858 0.153168     -67.6345 19.3759      -67.6074 19.3448
579 -0.00884625 0.140934     -59.9378 24.6857      -59.9089 24.6589
580 -0.00368256 0.130184     -52.1852 28.9949      -52.1531 28.9698
581 0.00220726 0.120917     -44.5005 32.2587      -44.4657 32.2329
582 0.00862571 0.113104     -37.0486 34.5278      -37.0125 34.5003
583 0.0153936 0.106686     -29.9595 35.9324      -29.9236 35.9033
584 0.0223604 0.101588     -23.2931 36.6322      -23.2582 36.6022
585 0.0294054 0.0977271     -17.0454 36.7678      -17.0115 36.7379
586 0.0364304 0.0950268     -11.179 36.4359      -11.1456 36.4066
587 0.0433515 0.093418     -5.6545 35.6893      -5.62105 35.6606
588 0.050092 0.0928377     -0.449352 34.5533      -0.415594 34.525
589 0.0565787 0.0932252     4.43867 33.0443      4.47277 33.0161
590 0.0627418 0.0945188     8.99718 31.1809      9.03152 31.1528
591 0.0685155 0.0966532     13.2061 28.989      13.2407 28.961
592 0.0738402 0.0995595     17.0426 26.5028      17.0775 26.4749
593 0.0786634 0.103164     20.4849 23.7669      20.5202 23.7389
594 0.0829424 0.107389     23.5188 20.8372      23.5544 20.8089
595 0.086646 0.112158     26.147 17.7776      26.1826 17.7487
596 0.0897554 0.117393     28.3963 14.6486      28.4314 14.6192
597 0.0922615 0.123026     30.3146 11.49      30.349 11.4607
598 0.0941598 0.129     31.9549 8.30702      31.9886 8.27846
599 0.0954437 0.135265     33.3487 5.07091      33.3824 5.04363
600 0.0960987 0.141772     34.4838 1.74044      34.5185 1.71435
601 0.0961045 0.148469     35.3018 -1.70188      35.3381 -1.72765
602 0.095442 0.155285     35.7243 -5.21685      35.7624 -5.24365
603 0.0941061 0.162141     35.7022 -8.70148      35.7409 -8.73047
604 0.0921152 0.168951     35.2619 -12.0215      35.2994 -12.0527
605 0.0895119 0.175645     34.5201 -15.076      34.5548 -15.1082
606 0.0863494 0.182181     33.6451 -17.8647      33.6765 -17.8954
607 0.0826689 0.188546     32.7703 -20.5155      32.8001 -20.5423
608 0.0784774 0.194746     31.8978 -23.2403      31.9291 -23.2622
609 0.0737417 0.200766     30.848 -26.2214      30.8845 -26.2402
610 0.068407 0.206545     29.3053 -29.4717      29.3489 -29.4915
611 0.06244 0.211956     26.9675 -32.7463      27.0167 -32.7727
612 0.0558771 0.216834     23.7499 -35.5816      23.7992 -35.6183
613 0.0488509 0.22103     19.9411 -37.4898      19.9825 -37.5362
614 0.0415668 0.224487     16.196 -38.2628      16.2223 -38.3126
615 0.0342208 0.227291     13.2944 -38.2553      13.3034 -38.2971
616 0.0268777 0.22966     11.6936 -38.4759      11.6912 -38.4973
617 0.0193624 0.231824     11.0214 -40.3462      11.0218 -40.3394
618 0.0112317 0.233837     9.74626 -45.0986      9.76835 -45.0653
619 0.00188786 0.235353     5.26586 -52.9456      5.32694 -52.8999
620 -0.00914809 0.235467     -5.44462 -62.3091      -5.33698 -62.2758
621 -0.0218494 0.232742     -24.6828 -69.4725      -24.5367 -69.48
622 -0.0352953 0.225476     -52.6537 -68.9615      -52.4942 -69.0321
623 -0.0474352 0.212219     -86.3507 -54.7606      -86.2151 -54.9006
624 -0.055156 0.192444     -119.182 -22.1801      -119.109 -22.3736
625 -0.0547327 0.167183     -141.693 30.1015      -141.71 29.8916
626 -0.0426391 0.139415     -143.434 98.4694      -143.546 98.2933
627 -0.0165627 0.114019     -115.62 173.906      -115.803 173.813
628 0.0236286 0.0971737     -53.9281 243.001      -54.134 243.022
629 0.0752557 0.095287     39.4133 290.397      39.2454 290.536
630 0.132769 0.113645     154.956 302.173      154.883 302.4
631 0.188362 0.155105     277.164 269.319      277.221 269.579
632 0.23319 0.219165     387.211 190.34      387.401 190.565
633 0.25893 0.301699     466.822 72.2073      467.111 72.3371
634 0.259346 0.395437     502.175 -70.6774      502.507 -70.6791
635 0.231467 0.491131     486.868 -219.301      487.173 -219.436
636 0.176107 0.579134     423.142 -353.93      423.363 -354.167
637 0.0976217 0.651012     321.12 -458.063      321.222 -458.347
638 0.00296852 0.700844     196.283 -521.449      196.265 -521.717
639 -0.0996538 0.725918     65.9534 -541.474      65.8428 -541.674
640 -0.202258 0.726737     -54.279 -522.699      -54.4335 -522.803
641 -0.298274 0.7064     -153.286 -474.865      -153.432 -474.872
642 -0.383276 0.669594     -225.716 -410.044      -225.814 -409.979
643 -0.455149 0.621481     -271.782 -339.775      -271.809 -339.676
644 -0.513758 0.566753     -295.817 -272.909      -295.776 -272.815
645 -0.560316 0.509034     -304.219 -214.573      -304.129 -214.511
646 -0.59666 0.450687     -303.429 -166.281      -303.318 -166.265
647 -0.62464 0.392957     -298.476 -126.906      -298.37 -126.932
648 -0.645741 0.336319     -292.339 -94.0129      -292.255 -94.0657
649 -0.660955 0.280869     -286.07 -65.0983      -286.012 -65.1597
650 -0.670857 0.226642     -279.427 -38.395      -279.391 -38.4498
651 -0.67578 0.17378     -271.664 -13.1372      -271.639 -13.1777
652 -0.675995 0.122566     -262.17 10.6201      -262.145 10.5939
653 -0.671833 0.0733549     -250.795 32.4161      -250.762 32.3988
654 -0.663715 0.0264846     -237.856 51.8013      -237.815 51.7856
655 -0.652129 -0.0177989     -223.934 68.5976      -223.887 68.578
656 -0.637563 -0.0593655     -209.61 82.9489      -209.56 82.9234
657 -0.620452 -0.0981802     -195.274 95.2097      -195.227 95.1794
658 -0.60116 -0.134259     -181.073 105.769      -181.03 105.737
659 -0.579983 -0.167627     -166.974 114.906      -166.935 114.875
660 -0.557179 -0.198294     -152.89 122.739      -152.852 122.712
661 -0.532997 -0.226259     -138.785 129.259      -138.747 129.235
662 -0.507695 -0.251522     -124.729 134.414      -124.688 134.391
663 -0.481537 -0.274105     -110.875 138.194      -110.832 138.171
664 -0.454781 -0.294066     -97.4047 140.672      -97.3604 140.648
665 -0.427664 -0.311492     -84.4588 141.995      -84.4145 141.969
666 -0.40039 -0.326493     -72.1059 142.338      -72.0627 142.311
667 -0.373131 -0.339182     -60.3454 141.856      -60.3035 141.829
668 -0.346035 -0.34967     -49.1411 140.651      -49.0999 140.625
669 -0.319236 -0.358061     -38.4624 138.77      -38.4211 138.746
670 -0.292859 -0.364455     -28.3116 136.236      -28.2696 136.212
